Sender,channel,text,url_html
maciekpytel,kubernetes-novice,"<@U6DN3CFF1> interestingly it looks like the tests in <https://github.com/kubernetes/kubernetes/issues/54574> magically started passing in the last 3 days..
the diff between last failing and first passing run yields a single PR that looks potentially relevant: <https://github.com/kubernetes/kubernetes/pull/55413>",https://github.com/kubernetes/kubernetes/issues/54574
maciekpytel,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/54574>,https://github.com/kubernetes/kubernetes/issues/54574
shyamjvs,kubernetes-novice,"&gt; the run time of the last successful run and the earlier failed runs was almost identical
Yes, that's true and the reason is known. <https://github.com/kubernetes/kubernetes/issues/47419>",https://github.com/kubernetes/kubernetes/issues/47419
ieugen,kubernetes-novice,see my case here <https://github.com/kubernetes/kubernetes/issues/57280>,https://github.com/kubernetes/kubernetes/issues/57280
rphillips,kubernetes-novice,anybody know if this issue is fixed with the new spec.selector? <https://github.com/kubernetes/kubernetes/issues/26202>,https://github.com/kubernetes/kubernetes/issues/26202
liggitt,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/43409> was opened as a feature request a while ago,https://github.com/kubernetes/kubernetes/issues/43409
sokoow,kubernetes-novice,can somebody tell me whether this is something I need to be worried about  please? <https://github.com/kubernetes/kubernetes/issues/55867>,https://github.com/kubernetes/kubernetes/issues/55867
jannis,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/53644>,https://github.com/kubernetes/kubernetes/issues/53644
mauilion,kubernetes-novice,<@U45JX5RPA> <https://github.com/kubernetes/kubernetes/issues/54039>,https://github.com/kubernetes/kubernetes/issues/54039
theobolo,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/23896>,https://github.com/kubernetes/kubernetes/issues/23896
nicolaiskogheim,kubernetes-novice,<@U76N7FJ3D> There is a long discussion here that may be relevant <https://github.com/kubernetes/kubernetes/issues/43805>,https://github.com/kubernetes/kubernetes/issues/43805
christopher376,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/49270>,https://github.com/kubernetes/kubernetes/issues/49270
afirth.work,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/3312> might be a good place to start,https://github.com/kubernetes/kubernetes/issues/3312
ericchiang,kubernetes-novice,"<@U8B9K1ZPG> <https://github.com/kubernetes/kubernetes/issues/37822> is a good summary of the state of things. it depends on your provider, which may have some concept of ""public clients"" where the client-secret isn't secret",https://github.com/kubernetes/kubernetes/issues/37822
tomciaaa,kubernetes-novice,"hi guys, I'm struggling to schedule a kube-router daemon set on a newly created set of 1.8.2 k8s nodes in a NotReady state. It seems to be very similar effect to <https://github.com/kubernetes/kubernetes/issues/23013>, but recreating the daemonset doesn't help: it still says 0 Desired nodes . Is this something that's changed in 1.8.2 (I was able to do this in 1.7.5 just fine)?",https://github.com/kubernetes/kubernetes/issues/23013
arto,kubernetes-novice,"On the Kubernetes side this is IMO the main one: <https://github.com/kubernetes/kubernetes/issues/57382> , it has backlinks to a bunch of the reports on the kops side.",https://github.com/kubernetes/kubernetes/issues/57382
ieugen,kubernetes-novice,attached issue <https://github.com/kubernetes/kubernetes/issues/57280>,https://github.com/kubernetes/kubernetes/issues/57280
b0rk,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/50916>,https://github.com/kubernetes/kubernetes/issues/50916
