Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
cmluciano,kubernetes-novice,<@U0YJS6LHL> Is it permissible to add things like <https://github.com/kubernetes/kubernetes/pull/51959> to the milestone,https://github.com/kubernetes/kubernetes/pull/51959,False,False,True,False,False,False,False
ravig,kubernetes-novice,<@U09R2P666> <https://github.com/kubernetes/kubernetes/issues/49384> - issue on missing ut's for some fn's,https://github.com/kubernetes/kubernetes/issues/49384,True,False,False,False,False,False,False
cdhunt,kubernetes-novice,<https://github.com/golang/go/issues/20571>,https://github.com/golang/go/issues/20571,False,False,False,False,False,True,False
surajnarwade,kubernetes-novice,<@U10KRBVHN>  ready to merge <https://github.com/kubernetes/kompose/pull/739>,https://github.com/kubernetes/kompose/pull/739,False,False,False,False,True,False,False
rathko,kubernetes-novice,Hey all! I've been trying to make work kompose on my OSX but it was complaining about the hardcoded unix socket. Just added the PR for it: <https://github.com/kubernetes/kompose/pull/746> Hope it will be useful for someone!,https://github.com/kubernetes/kompose/pull/746,False,False,False,False,True,False,False
surajnarwade,kubernetes-novice,"<@U2SBSJEHJ> , can you please review <https://github.com/kubernetes-incubator/kompose/pull/609>",https://github.com/kubernetes-incubator/kompose/pull/609,False,False,False,False,False,True,False
misterikkit,kubernetes-novice,"Heads up that I am trying to move scheduler out of the plugin directory. I chatted about this privately with a couple of you, but I figured it needs a wider discussion.

<https://github.com/kubernetes/kubernetes/pull/57852>",https://github.com/kubernetes/kubernetes/pull/57852,False,False,True,False,False,False,False
ravig,kubernetes-novice,"<@U09R2P666> Regarding this comment, <https://github.com/kubernetes/kubernetes/issues/19637#issuecomment-172587091>, Do we have any documentation on how to shard events only to separate etcd?",https://github.com/kubernetes/kubernetes/issues/19637#issuecomment-172587091,False,True,False,False,False,False,False
spiffxp,kubernetes-novice,so we think we've narrowed it down to <https://github.com/kubernetes/test-infra/issues/5985>,https://github.com/kubernetes/test-infra/issues/5985,False,False,False,False,True,False,False
ntfrnzn,kubernetes-novice,"seems interesting <https://github.com/kubernetes/autoscaler/pull/414> and probably useful, but it's also significant in that cluster-wide resource limits are another global configuration for the cluster as a whole. You start with _[]NodeGroup_ which with type + max + min define the basic cluster-wide constraint.  _ResourceLimits_ are additional and orthogonal.  ResourceLimits are currently specified as commandline arguments.  Is there a concept for setting them dynamcially (or otherwise outside of the commandline?",https://github.com/kubernetes/autoscaler/pull/414,False,False,False,False,True,False,False
jberkus,kubernetes-novice,"<@U3F6LNYLS> what's the status of <https://github.com/kubernetes/kubernetes/issues/56052>?  You haven't updated it, and there still is no ETA.",https://github.com/kubernetes/kubernetes/issues/56052,True,False,False,False,False,False,False
mocker,kubernetes-novice,Any idea when <https://github.com/Azure/AKS/issues/22> will have some timeframes?  Looking specifically for us-east timeframes.,https://github.com/Azure/AKS/issues/22,False,False,False,False,False,True,False
maciaszczykm,kubernetes-novice,"You need to pass it inside request header, we have to describe it a little bit in our docs, but you can have a short read here: <https://github.com/kubernetes/dashboard/pull/1539>",https://github.com/kubernetes/dashboard/pull/1539,False,False,False,False,True,False,False
alban,kubernetes-novice,"<@U0JTMA7M5> re bug <https://github.com/kubernetes-incubator/rktlet/issues/44> : I started pods in different QoS category (besteffort, burstable) and then looked at `systemd-cgls`: I think the dashes in the uuid mess with the systemd slice names: <https://gist.github.com/alban/ebaf712099615e49816d422f62818a5d>",https://github.com/kubernetes-incubator/rktlet/issues/44,False,False,False,False,False,True,False
nevinc,kubernetes-novice,<@U837Y7Z46> I had something similar happen to me and I ended up having to add new iptables rules to get flannel to work. Try the iptable rules in this issue - <https://github.com/coreos/flannel/issues/799>,https://github.com/coreos/flannel/issues/799,False,False,False,False,False,True,False
d.gonzalez,kubernetes-novice,<@U14MCKSMV> <@U3EDWR9FV> I am the author of said PR. I tried to explain the reasoning for the backport in <https://github.com/kubernetes/kubernetes/pull/54420#issuecomment-339236920>,https://github.com/kubernetes/kubernetes/pull/54420#issuecomment-339236920,False,True,False,False,False,False,False
cblecker,kubernetes-novice,"yeah, the stuff in ""help wanted"" needs an audit. Brian laid out the criteria here for what should be in the label: <https://github.com/kubernetes/community/issues/860#issuecomment-321861134>",https://github.com/kubernetes/community/issues/860#issuecomment-321861134,False,False,False,False,True,False,False
spiffxp,kubernetes-novice,<https://github.com/kubernetes/community/issues/1511> and a kubernetes-dev@ thread wheeee,https://github.com/kubernetes/community/issues/1511,False,False,False,False,True,False,False
spiffxp,kubernetes-novice,FYI <https://github.com/kubernetes/kubernetes/issues/56416>,https://github.com/kubernetes/kubernetes/issues/56416,True,False,False,False,False,False,False
bentheelder,kubernetes-novice,eg <https://github.com/kubernetes/charts/pull/3047>,https://github.com/kubernetes/charts/pull/3047,False,False,False,False,True,False,False
kasper,kubernetes-novice,"Hey guys!

I am trying to solve this issue: <https://github.com/kubernetes/kubernetes/issues/45140>
It's tagged with sig/node, so I thought I might ask here. :slightly_smiling_face:

I threw a comment on it, maybe anyone can point me in the right direction? It's my first time fiddling with kubernetes source. :slightly_smiling_face:",https://github.com/kubernetes/kubernetes/issues/45140,True,False,False,False,False,False,False
ssuchter,kubernetes-novice,I'm documenting my plan here: <https://github.com/apache-spark-on-k8s/spark-integration/issues/12>,https://github.com/apache-spark-on-k8s/spark-integration/issues/12,False,False,False,False,False,True,False
vincemd,kubernetes-novice,"I'm trying to get some help to get the Cassandra example progress (especially on AWS but will apply to other Cloud providers)
<https://github.com/kubernetes/kubernetes/pull/30577> See my last comment with link to tickets if you are interested.
I have time to spend on it to make it work across 3 zones (racks) in a single DC (region)",https://github.com/kubernetes/kubernetes/pull/30577,False,False,True,False,False,False,False
chrislovecnm,kubernetes-novice,If anyone wants to pipe in <https://github.com/kubernetes/community/issues/1410>,https://github.com/kubernetes/community/issues/1410,False,False,False,False,True,False,False
iaguis,kubernetes-novice,<@U26HHP8S2> in <https://github.com/rkt/rkt/pull/3797#issuecomment-330831169> you mean that I error out if created time is 0?,https://github.com/rkt/rkt/pull/3797#issuecomment-330831169,False,False,False,False,False,True,False
jake.livewyer,kubernetes-novice,"just reading back, statefulsets don't appear to schedule correctly, <https://github.com/kubernetes/kubernetes/issues/54370>",https://github.com/kubernetes/kubernetes/issues/54370,True,False,False,False,False,False,False
chen-li,kubernetes-novice,"hi, I think this one should stay open: <https://github.com/kubernetes/kubernetes/issues/43788>, anyone can help ?",https://github.com/kubernetes/kubernetes/issues/43788,True,False,False,False,False,False,False
quinton_hoole,kubernetes-novice,"<@U3ER8961X> It looks like something might have gone wrong with your renaming of the sig labels in github.  I'm running into a bunch of issues with no sig label, that were previously labelled sig-federation.  e.g. <https://github.com/kubernetes/kubernetes/issues/51806#issuecomment-335537539>",https://github.com/kubernetes/kubernetes/issues/51806#issuecomment-335537539,False,False,False,False,False,False,True
ixdy,kubernetes-novice,"but there's a suspicious `sed` there, which was added back in <https://github.com/kubernetes/test-infra/pull/3903> (in August), so probably important",https://github.com/kubernetes/test-infra/pull/3903,False,False,False,False,True,False,False
ashisha,kubernetes-novice,<@U4723UJL8> I’ve created <https://github.com/kubernetes/autoscaler/issues/446> I haven’t been able to repro the earlier meltdown. But suggestions on how to prevent such meltdowns would be super useful!,https://github.com/kubernetes/autoscaler/issues/446,False,False,False,False,True,False,False
christopher376,kubernetes-novice,<https://github.com/kubernetes/kops/issues/1718>,https://github.com/kubernetes/kops/issues/1718,False,False,False,False,True,False,False
p.harshal,kubernetes-novice,where can I find more info on <https://github.com/kubernetes-incubator/cri-o/issues/346>,https://github.com/kubernetes-incubator/cri-o/issues/346,False,False,False,False,False,True,False
nikhita,kubernetes-novice,<@U704WMUGP> do you have multiple `GOPATH`s? <https://github.com/kubernetes/repo-infra/issues/37>,https://github.com/kubernetes/repo-infra/issues/37,False,False,False,False,True,False,False
dbhanushali,kubernetes-novice,Can someone please take a look at this one please? <https://github.com/kubernetes/kubernetes/issues/54129>,https://github.com/kubernetes/kubernetes/issues/54129,True,False,False,False,False,False,False
jhorwit2,kubernetes-novice,"<https://github.com/kubernetes/kubernetes/issues/54070>

^ Pretty serious regression in 1.8.x that will cause all non-in-tree cloud providers (baremetal, custom zone labels, CCM) to lose the zone labels on kubelet upgrade / subsequent restarts.",https://github.com/kubernetes/kubernetes/issues/54070,True,False,False,False,False,False,False
pierreozoux,kubernetes-novice,"If anybody hit the same issue? I'd like to fix it, or help to fix it: <https://github.com/kubernetes/helm/issues/3208> Thanks!",https://github.com/kubernetes/helm/issues/3208,False,False,False,False,True,False,False
fejta,kubernetes-novice,<https://github.com/kubernetes/test-infra/issues/5848>,https://github.com/kubernetes/test-infra/issues/5848,False,False,False,False,True,False,False
ekarlso,kubernetes-novice,I filed <https://github.com/Azure/AKS/issues/24>,https://github.com/Azure/AKS/issues/24,False,False,False,False,False,True,False
patricklang,kubernetes-novice,"<@U4NELQ5QS> mentioned this might be a problem <https://github.com/kubernetes/kubernetes/issues/52419> because relative symlinks aren't working on Windows, but I thought secrets were working in 1.7 without symlinks",https://github.com/kubernetes/kubernetes/issues/52419,True,False,False,False,False,False,False
slack1539,kubernetes-novice,"Hi all, if someone could comment on my problems in this defect: <https://github.com/kubernetes/kubernetes/issues/56304> that would be really helpful, thanks",https://github.com/kubernetes/kubernetes/issues/56304,True,False,False,False,False,False,False
tj.zimmerman,kubernetes-novice,I've just added this comment as well: <https://github.com/Azure/acs-engine/issues/1621#issuecomment-344748520>,https://github.com/Azure/acs-engine/issues/1621#issuecomment-344748520,False,False,False,False,False,True,False
jberkus,kubernetes-novice,"<@U0ECA514Y> <@U2A66TRQQ> <@U0AD37EP6> hey, we need to get <https://github.com/kubernetes/kubernetes/pull/56967> approved and in the merge pipeline today.  It appears to be fixing a serious issue, and we need to close off 1.9.0 tonight,.",https://github.com/kubernetes/kubernetes/pull/56967,False,False,True,False,False,False,False
greatsun,kubernetes-novice,<@U0XDUM3FZ> <@U26HHP8S2> <@U0DT660QM> <@U09R4NHC7> <@U09R2FFHP> : <https://github.com/coreos/rkt/issues/894#issuecomment-255313975>,https://github.com/coreos/rkt/issues/894#issuecomment-255313975,False,False,False,False,False,True,False
chrislovecnm,kubernetes-novice,<@U1W1Q6PRQ> who would have a template for CVE / security fixes? <https://github.com/kubernetes/kops/issues/4188>,https://github.com/kubernetes/kops/issues/4188,False,False,False,False,True,False,False
tj.zimmerman,kubernetes-novice,"Here is the source of that ETA: <https://github.com/Azure/acs-engine/issues/1621#issuecomment-341928105>

Just curious if I should try deploying today or not. No worries if it still hasn't been increased.",https://github.com/Azure/acs-engine/issues/1621#issuecomment-341928105,False,False,False,False,False,True,False
jobridgwater,kubernetes-novice,"Hi there! I am a college student and my partner and I need to contribute to an open source project for a class on Virtualization. We'd love to work on something in Kubernetes and we have about a month (5-6h/week). Do any of these issues look like they would be good for us? We are open to any suggestions!
<https://github.com/kubernetes/kubernetes/issues/46172>
<https://github.com/kubernetes/kubernetes/issues/48926>
<https://github.com/kubernetes/kubernetes/issues/49673>
<https://github.com/kubernetes/kubernetes/issues/49586>",https://github.com/kubernetes/kubernetes/issues/49586,True,False,False,False,False,False,False
kyleg,kubernetes-novice,<https://github.com/google/cadvisor/issues/1436> I guess I need this,https://github.com/google/cadvisor/issues/1436,False,False,False,False,False,True,False
multi_io,kubernetes-novice,"<@U26HHP8S2> I wrote a bug report, fix has already been merged :stuck_out_tongue: <https://github.com/coreos/etcd/issues/7840>",https://github.com/coreos/etcd/issues/7840,False,False,False,False,False,True,False
bentheelder,kubernetes-novice,"<@U09R2FL93> speaking of documenting the bots, I found this gem: <https://github.com/kubernetes/kubernetes/pull/12981#issuecomment-133535090>
<@U1P7T516X>:
&gt; That's pretty cool though, does it auto merge on LGTM tag + green on tests?
:shrug:",https://github.com/kubernetes/kubernetes/pull/12981#issuecomment-133535090,False,True,False,False,False,False,False
greatsun,kubernetes-novice,<@U09R4NHC7> <@U0XDUM3FZ> <@U09R2FFHP> <@U16FW2P8W> : Are there any plans on this issue you know of?: <https://github.com/containers/build/issues/125>,https://github.com/containers/build/issues/125,False,False,False,False,False,True,False
lukaszo,kubernetes-novice,"hey, who should I ping about e2e tests? I mean this PR <https://github.com/kubernetes/kubernetes/pull/55315> Author of the code I'm changing seems not to be working on kubernetes anymore :confused:",https://github.com/kubernetes/kubernetes/pull/55315,False,False,True,False,False,False,False
mhausenblas,kubernetes-novice,"Also, given that ATM runtimes in general can’t update cgroups of running containers, see <https://github.com/kubernetes/kubernetes/issues/5774> that means that we’ll always create a new pod, for now",https://github.com/kubernetes/kubernetes/issues/5774,True,False,False,False,False,False,False
cdrage,kubernetes-novice,"mention bot has been working well, but could <@U10KRBVHN> or <@U3R8AEEQG> give a quick review on: <https://github.com/kubernetes/kompose/pull/731> <https://github.com/kubernetes/kompose/pull/728> and <https://github.com/kubernetes/kompose/pull/727>",https://github.com/kubernetes/kompose/pull/728,False,False,False,False,True,False,False
marun,kubernetes-novice,"Also, there's a related PR: <https://github.com/kubernetes/kube-openapi/pull/14>",https://github.com/kubernetes/kube-openapi/pull/14,False,False,False,False,True,False,False
cdrage,kubernetes-novice,"mention bot has been working well, but could <@U10KRBVHN> or <@U3R8AEEQG> give a quick review on: <https://github.com/kubernetes/kompose/pull/731> <https://github.com/kubernetes/kompose/pull/728> and <https://github.com/kubernetes/kompose/pull/727>",https://github.com/kubernetes/kompose/pull/731,False,False,False,False,True,False,False
surajd,kubernetes-novice,<@U2S2GLMJR> <https://github.com/kubernetes-incubator/kompose/issues/624>,https://github.com/kubernetes-incubator/kompose/issues/624,False,False,False,False,False,True,False
floreks,kubernetes-novice,<@U4ES0ST0D> we have added option to enable login screen when Dashboard is not served over HTTPS (<https://github.com/kubernetes/dashboard/pull/2557#issuecomment-344926035>) Still frontend has to be accessed over HTTPS so you need to have secure proxy in front of it.,https://github.com/kubernetes/dashboard/pull/2557#issuecomment-344926035,False,False,False,False,True,False,False
kimoon,kubernetes-novice,There is a different kind of dependency we probably should decouple too. Please take a look at the latest comment here and share your thoughts: <https://github.com/apache-spark-on-k8s/spark-integration/issues/2#issuecomment-352065040>,https://github.com/apache-spark-on-k8s/spark-integration/issues/2#issuecomment-352065040,False,False,False,False,False,True,False
mariusv,kubernetes-novice,you can subscribe to: <https://github.com/kubernetes/kubernetes/issues/48180> to see when and if will ever be in,https://github.com/kubernetes/kubernetes/issues/48180,True,False,False,False,False,False,False
bacongobbler,kubernetes-novice,<https://github.com/Azure/AKS/issues/2#issuecomment-341858021>,https://github.com/Azure/AKS/issues/2#issuecomment-341858021,False,False,False,False,False,True,False
fiunchinho,kubernetes-novice,is that affected by this revert? <https://github.com/kubernetes/kubernetes/pull/51634>,https://github.com/kubernetes/kubernetes/pull/51634,False,False,True,False,False,False,False
quinton_hoole,kubernetes-novice,"<@U0B8WQ72P> <https://github.com/kubernetes/kubernetes/issues/44283#issuecomment-293655895> is probably the closest thing we have to a design.  but note the caveats by <@U1RMZJ4RM>.  He is probably the closest to that effort, and might be able to advise you.",https://github.com/kubernetes/kubernetes/issues/44283#issuecomment-293655895,False,True,False,False,False,False,False
connor,kubernetes-novice,FYI: would love to get this PR in for v1.9 if possible. It’s removing a feature we deprecated in v1.8 (opaque integer resources). <https://github.com/kubernetes/kubernetes/pull/55103>,https://github.com/kubernetes/kubernetes/pull/55103,False,False,True,False,False,False,False
sknapp,kubernetes-novice,"alright, my pypy build passed so i think that <https://github.com/ucbrise/jenkins-infra/pull/87> is about ready to merge.  i’m pestering some databricks folks to get eyes on it.",https://github.com/ucbrise/jenkins-infra/pull/87,False,False,False,False,False,True,False
lmickh,kubernetes-novice,<@U7TNK40G0> <https://github.com/Azure/AKS/issues/2> or something else?,https://github.com/Azure/AKS/issues/2,False,False,False,False,False,True,False
pires,kubernetes-novice,fix pr open for review <https://github.com/kubernetes/kubernetes/issues/55118>,https://github.com/kubernetes/kubernetes/issues/55118,False,False,False,False,False,False,True
swade1987,kubernetes-novice,<https://github.com/moby/moby/issues/35601>,https://github.com/moby/moby/issues/35601,False,False,False,False,False,True,False
spiffxp,kubernetes-novice,"<@U4QFZFMCM> is there an issue open for the `needs-rebase` munger migration? I see you've got it listed as ""in progress"" here <https://github.com/kubernetes/test-infra/issues/3331>",https://github.com/kubernetes/test-infra/issues/3331,False,False,False,False,True,False,False
jbguerraz,kubernetes-novice,"We're facing an issue with authorization mode ""allow all"" and some manifests that uses RBAC resources.

As far as we understood, the RBAC API is enabled by default but not the RBAC authorizer (<https://github.com/kubernetes/features/issues/2#issuecomment-330569468>).

So a manifest using RBAC resources should works (RBAC API would create unused stuff as there is not the RBAC authorizer to use them).

But we get a message ""<http://clusterroles.rbac.authorization.k8s.io|clusterroles.rbac.authorization.k8s.io> ""xxx"" is forbidden: attempt to grant extra privileges"" like there is an authorizer doing its authorization job (but we're yet using the flag `--authorization-mode=AlwaysAllow`).

Does one have an idea about it ? do we miss something ? or is that some kind of bug with authz system ?",https://github.com/kubernetes/features/issues/2#issuecomment-330569468,False,False,False,False,True,False,False
mikebrow,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/53533>,https://github.com/kubernetes/kubernetes/issues/53533,True,False,False,False,False,False,False
mhausenblas,kubernetes-novice,"Anyways, <https://github.com/kubernetes/kubernetes/issues/5774> says it all …",https://github.com/kubernetes/kubernetes/issues/5774,True,False,False,False,False,False,False
jhorwit2,kubernetes-novice,"<@U6N42AE8G> 
<https://github.com/kubernetes/features/issues/92>
<https://github.com/kubernetes/features/issues/460>
<https://github.com/kubernetes/features/issues/370>",https://github.com/kubernetes/features/issues/92,False,False,False,False,True,False,False
jhorwit2,kubernetes-novice,"<@U6N42AE8G> 
<https://github.com/kubernetes/features/issues/92>
<https://github.com/kubernetes/features/issues/460>
<https://github.com/kubernetes/features/issues/370>",https://github.com/kubernetes/features/issues/460,False,False,False,False,True,False,False
spiffxp,kubernetes-novice,"<https://github.com/kubernetes/community/issues/1527> FYI, I think the code-of-conduct.md in kubernetes/community should be our authoritative copy, and will make it so unless there any objections",https://github.com/kubernetes/community/issues/1527,False,False,False,False,True,False,False
spiffxp,kubernetes-novice,FYI <https://github.com/kubernetes/test-infra/pull/5348>,https://github.com/kubernetes/test-infra/pull/5348,False,False,False,False,True,False,False
steveperry-53,kubernetes-novice,"<@U3Q2NPH2S> <@U0B9MPWSE> <@U1RMZJ4RM> I'm one of the writers for the docs at <http://kubernetes.io|kubernetes.io>. I'm trying to learn how to generate the docs for the federation API and the federation components like kubefed. I've found some scripts and tried running them, but I keep running into errors. Could you point me to instructions that show how to do this from the ground up?
We are trying to get to the point where we understand all of the ways that ref docs are generated. And I'm working on this PR to get the generation processes documented: <https://github.com/kubernetes/website/pull/6366>",https://github.com/kubernetes/website/pull/6366,False,False,False,False,True,False,False
cdrage,kubernetes-novice,snarwade tkral procrypt fixed it: <https://github.com/kubernetes-incubator/kompose/pull/660>,https://github.com/kubernetes-incubator/kompose/pull/660,False,False,False,False,False,True,False
micahhausler,kubernetes-novice,"<@U2HR3B24A> To answer your question about health-check annotations, that was 1.9 <https://github.com/kubernetes/kubernetes/pull/56024>",https://github.com/kubernetes/kubernetes/pull/56024,False,False,True,False,False,False,False
b0rk,kubernetes-novice,also <https://github.com/kubernetes/kubernetes/issues/49314>,https://github.com/kubernetes/kubernetes/issues/49314,True,False,False,False,False,False,False
spiffxp,kubernetes-novice,"what's the over/under for when all these PR's get merged, any takers? <https://github.com/kubernetes/community/issues/1527>",https://github.com/kubernetes/community/issues/1527,False,False,False,False,True,False,False
soltysh,kubernetes-novice,"<@U0F4CG231> I've already talked with <@U5K842JC9>, see <https://github.com/kubernetes/kubernetes/issues/47538#issuecomment-333860274> unless you're talking about something else",https://github.com/kubernetes/kubernetes/issues/47538#issuecomment-333860274,False,True,False,False,False,False,False
bronhaim182,kubernetes-novice,"Hi all, I want to share fence node proposal for review <https://github.com/kubernetes/community/pull/1416> - if you think its valuable for baremetal deployments or quick recovery for stateful sets, you are more than welcome to take a look and comment. Thanks :slightly_smiling_face:",https://github.com/kubernetes/community/pull/1416,False,False,False,False,True,False,False
cdrage,kubernetes-novice,<@U10KRBVHN> could you approve my changes for v3 <https://github.com/kubernetes-incubator/kompose/pull/600#pullrequestreview-42169634>,https://github.com/kubernetes-incubator/kompose/pull/600#,False,False,False,False,False,True,False
feisky,kubernetes-novice,that is the issue <https://github.com/kubernetes/kubernetes/issues/56898>,https://github.com/kubernetes/kubernetes/issues/56898,True,False,False,False,False,False,False
mattjmcnaughton,kubernetes-novice,"Hi all :slightly_smiling_face: just syncing re anyone had thoughts on <https://github.com/kubernetes/kubernetes/issues/52989> ? If other’s dont feel the same way, I’ll go ahead and close the issue",https://github.com/kubernetes/kubernetes/issues/52989,True,False,False,False,False,False,False
marun,kubernetes-novice,<@U09R2LQ56>: can you ptal at <https://github.com/kubernetes/kubernetes/pull/51026> ?,https://github.com/kubernetes/kubernetes/pull/51026,False,False,True,False,False,False,False
surajnarwade,kubernetes-novice,"<@U0DE6E8JY> , waiting for your LGTM :slightly_smiling_face: <https://github.com/kubernetes/kompose/pull/626>",https://github.com/kubernetes/kompose/pull/626,False,False,False,False,True,False,False
cdrage,kubernetes-novice,<@U0DE6E8JY> <@U1N4ENMFT> <@U10KRBVHN> <@U3R8AEEQG> one of you able to do a review on <https://github.com/kubernetes/kompose/pull/799> for Kompose?,https://github.com/kubernetes/kompose/pull/799,False,False,False,False,True,False,False
dims,kubernetes-novice,<@U09R2FL93> <https://github.com/kubernetes/test-infra/pull/5986>,https://github.com/kubernetes/test-infra/pull/5986,False,False,False,False,True,False,False
tennis,kubernetes-novice,"<@U34HHEWE4> Hi guy.  FYI. I’m running into a problem starting kubemark.  Thought you’d want to know about it.
<https://github.com/kubernetes/kubernetes/issues/47736>",https://github.com/kubernetes/kubernetes/issues/47736,True,False,False,False,False,False,False
ant31,kubernetes-novice,"The feature 'daemonset update' (<https://github.com/kubernetes/features/issues/124>) is currently marked as alpha but it's an improvement of the existing api-object daemonset already in beta.
I think there is currently nothing to reflect that to the user in the API:  a lower status for a feature added to a beta/stable object? How to label it and communicate to users ?",https://github.com/kubernetes/features/issues/124,False,False,False,False,True,False,False
jonboulle,kubernetes-novice,e.g. <https://github.com/kubernetes/kubernetes/issues/7203#issuecomment-226633672>,https://github.com/kubernetes/kubernetes/issues/7203#issuecomment-226633672,False,True,False,False,False,False,False
cblecker,kubernetes-novice,`help-wanted` and `for-new-contributors` (both of which were not documented well and didn't have commands to add them) were migrated into `help wanted`: <https://github.com/kubernetes/test-infra/pull/5970>,https://github.com/kubernetes/test-infra/pull/5970,False,False,False,False,True,False,False
gekudray,kubernetes-novice,Not sure how aware the maintainers are but kubelet is broken on Core SKUs. I've opened <https://github.com/kubernetes/kubernetes/issues/55031> with the details.,https://github.com/kubernetes/kubernetes/issues/55031,True,False,False,False,False,False,False
cblecker,kubernetes-novice,"I'm hoping <https://github.com/kubernetes/test-infra/pull/6003> gets merged soon, which will allow any member to add/remove the label via the bot (something we haven't had)",https://github.com/kubernetes/test-infra/pull/6003,False,False,False,False,True,False,False
danmace,kubernetes-novice,<@U0A4MJ62V> <@U09R2P666> <https://github.com/kubernetes/kubernetes/issues/52428>,https://github.com/kubernetes/kubernetes/issues/52428,True,False,False,False,False,False,False
jmesser81,kubernetes-novice,Please review PR for updates to Windows Getting Started Guide here: <https://github.com/kubernetes/website/pull/6180>,https://github.com/kubernetes/website/pull/6180,False,False,False,False,True,False,False
shyamjvs,kubernetes-novice,<@U09R2P666> scale-correctness doesn't look healthy due to few e2e's that are pending on the SIGs to be fixed (ref - <https://github.com/kubernetes/kubernetes/issues/55194>),https://github.com/kubernetes/kubernetes/issues/55194,True,False,False,False,False,False,False
rmt,kubernetes-novice,"<@U69QYR4TV>.. did you have any luck with the etcd open connections issue? <@U6S1GQY1H> and I are colleagues.
 <https://github.com/kubernetes/kubernetes/issues/54138/> is the issue we are following, but it appears to be ignored, so we might be alone. Custom deployment on your end?

ApiServers seem to be maintaining the connections to etcd, reconnecting them if etcd goes down. I guess it's a leak of goroutines.",https://github.com/kubernetes/kubernetes/issues/54138,True,False,False,False,False,False,False
liggitt,kubernetes-novice,looks like <https://github.com/kubernetes/kubernetes/issues/50345>,https://github.com/kubernetes/kubernetes/issues/50345,True,False,False,False,False,False,False
puneetguptanitj,kubernetes-novice,"Hi all we are observing a strange behvaiour where rbac/v1 apis are getting available only after ~5-6 mins on api-server start up, had raised an issue <https://github.com/kubernetes/kubernetes/issues/56899> is anyone else also seeing this? It happens only when we migrate 1.7.7 to 1.8.4. After moving to 1.8.4 even if we restart API server, rbac/v1 apis are immediately available",https://github.com/kubernetes/kubernetes/issues/56899,True,False,False,False,False,False,False
feisky,kubernetes-novice,<@U0UKM380M> <@U0BMY7D2Q> <https://github.com/kubernetes/kubernetes/pull/56918> is actually ready and approved by brendan,https://github.com/kubernetes/kubernetes/pull/56918,False,False,True,False,False,False,False
spiffxp,kubernetes-novice,<https://github.com/kubernetes/test-infra/pull/5989> I tried to pull the hardcode out <@U0Y7A2MME> see if this makes sense,https://github.com/kubernetes/test-infra/pull/5989,False,False,False,False,True,False,False
igorc,kubernetes-novice,done <https://github.com/projectcalico/calico/issues/1482> as feature request,https://github.com/projectcalico/calico/issues/1482,False,False,False,False,False,True,False
chrislovecnm,kubernetes-novice,<@U3M10EJKC> can you add more details to <https://github.com/kubernetes/kops/issues/4188>,https://github.com/kubernetes/kops/issues/4188,False,False,False,False,True,False,False
djmm,kubernetes-novice,I guess it didn't take long to hit this -<https://github.com/kubernetes/kubernetes/pull/55494#pullrequestreview-75839867>.  Will send PRs shortly.,https://github.com/kubernetes/kubernetes/pull/55494#,False,False,False,False,False,False,True
chrislovecnm,kubernetes-novice,<@U3058A095> can I remove the hold on <https://github.com/kubernetes/kops/pull/4168>,https://github.com/kubernetes/kops/pull/4168,False,False,False,False,True,False,False
cdrage,kubernetes-novice,Hey <@U10KRBVHN> mind commenting on <https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035> just wanna make sure i get the filename correctly before mergning,https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035,False,False,False,False,True,False,False
kshafiee,kubernetes-novice,<@U26771G31> do you mean this PR: <https://github.com/kubernetes/kubernetes/pull/54969>,https://github.com/kubernetes/kubernetes/pull/54969,False,False,True,False,False,False,False
sameo,kubernetes-novice,<@U0DSUKRFB> See <https://github.com/kubernetes-incubator/cri-o/pull/1009>,https://github.com/kubernetes-incubator/cri-o/pull/1009,False,False,False,False,False,True,False
daviey,kubernetes-novice,"How is federation / multicluster upgrades currently handled?  Is there a guarantee of N-1 support, or do all clusters need to be upgraded concurrently?  Saw this, but it seems to have gone offtopic? <https://github.com/kubernetes/kubernetes/issues/44160>  Thanks",https://github.com/kubernetes/kubernetes/issues/44160,True,False,False,False,False,False,False
4nishantkumar,kubernetes-novice,"i got my cluster working using bastation. 
actually i got confused becz when i created cluster kops said, ssh to the master: ssh -i ~/.ssh/id_rsa admin@api.cluster.k8s.local . unfortunately this won’t work in my case(now i know) i was thinking that there is someting wrong in my config :slightly_smiling_face: also when tried to create cluster using --bastation flag it failed. due to <https://github.com/kubernetes/kops/issues/2881> . it was a mesh situation for me. thanks <@U65H6P4PM> for helping me out.",https://github.com/kubernetes/kops/issues/2881,False,False,False,False,True,False,False
pires,kubernetes-novice,<https://github.com/kubernetes/kubernetes/issues/55117>,https://github.com/kubernetes/kubernetes/issues/55117,True,False,False,False,False,False,False
