Sender,channel,text,url_html,is issue,is comment's issue,is pull request,is comment's pull request,issue or pull another repository,is other issue or pull of another organization,url not found
strebeld,minikube,A better implementation is being worked on here <https://github.com/kubernetes/kubernetes/pull/51026>,https://github.com/kubernetes/kubernetes/pull/51026,False,False,False,False,True,False,False
ssuchter,minikube,I'm documenting my plan here: <https://github.com/apache-spark-on-k8s/spark-integration/issues/12>,https://github.com/apache-spark-on-k8s/spark-integration/issues/12,False,False,False,False,False,True,False
mhausenblas,minikube,"Anyways, <https://github.com/kubernetes/kubernetes/issues/5774> says it all …",https://github.com/kubernetes/kubernetes/issues/5774,False,False,False,False,True,False,False
cdrage,minikube,Added: <https://github.com/kubernetes/kompose/pull/728> :),https://github.com/kubernetes/kompose/pull/728,False,False,False,False,True,False,False
vikasc,minikube,<@U0DSD15U0> <@U0AGURFHS> <@U5W01M1D1> Please merge <https://github.com/kubernetes/kubernetes/pull/55692>,https://github.com/kubernetes/kubernetes/pull/55692,False,False,False,False,True,False,False
shadoi,minikube,oh.. <https://github.com/kubernetes/dashboard/pull/1539> happened 6 days ago.. lol,https://github.com/kubernetes/dashboard/pull/1539,False,False,False,False,True,False,False
obristow,minikube,"Sorry, I'm out of ideas for workarounds if you can't change registry access contstraints or maybe go through a proxy (may not be doable with a reasonable amount of work). I don't think it would take too much work to to make kompose take an `ImagePullSecret` through a label <https://github.com/kubernetes/kompose/issues/897>",https://github.com/kubernetes/kompose/issues/897,False,False,False,False,True,False,False
surajnarwade,minikube,"<@U10KRBVHN> <@U0DE6E8JY> <@U2TU9NPH9> , can you please try and give me review, <https://github.com/kubernetes-incubator/kompose/pull/609>",https://github.com/kubernetes-incubator/kompose/pull/609,False,False,False,False,False,True,False
jrondeau,minikube,"@here can someone please merge <https://github.com/kubernetes/features/pull/520>, with apologies to <@U1JAKUED8> -- missed your PR, will merge and fix up after mine, please.",https://github.com/kubernetes/features/pull/520,False,False,False,False,True,False,False
qiming,minikube,"<@U0BK9L2AV> at your convenient time, please take a look at this again, it has been there for a week. Thanks. <https://github.com/kubernetes/kubernetes/pull/55138>",https://github.com/kubernetes/kubernetes/pull/55138,False,False,False,False,True,False,False
msau42,minikube,<https://github.com/kubernetes/features/issues/490>,https://github.com/kubernetes/features/issues/490,False,False,False,False,True,False,False
jarrpa,minikube,<@U0AKWB0JC> <@U0AKU5SJZ> <@U0B8ZPSHX>: Hey folks. I put up a WIP PR for a GlusterFS CSI driver. Anyone available to take a look at it some time? <https://github.com/kubernetes-csi/drivers/pull/17>,https://github.com/kubernetes-csi/drivers/pull/17,False,False,False,False,False,True,False
shyamjvs,minikube,There's one performance regression which is what is causing scale-performance to fail (<https://github.com/kubernetes/kubernetes/issues/54651>) and the fix is on its way,https://github.com/kubernetes/kubernetes/issues/54651,False,False,False,False,True,False,False
renaud,minikube,"Also and this is a side point <@U5W01M1D1>, if we have time to push for a new feature how about we merge all the refactors PRs out there (that have gotten several reviews) such as:
- Endpoints <https://github.com/kubernetes/kubernetes/pull/52616>
- Pod devices <https://github.com/kubernetes/kubernetes/pull/56284>
- Stub Device Plugin <https://github.com/kubernetes/kubernetes/pull/52612>
- Checkpointing <https://github.com/kubernetes/kubernetes/pull/55382>
- Tests <https://github.com/kubernetes/kubernetes/pull/55692>
- More tests <https://github.com/kubernetes/kubernetes/pull/55921>",https://github.com/kubernetes/kubernetes/pull/55921,False,False,False,False,True,False,False
tarifrr,minikube,"I tried using minikube version 0.24.1 as well, the dashboard loads up but the PVCs with subpaths fails as shown here: <https://github.com/kubernetes/minikube/issues/2256>",https://github.com/kubernetes/minikube/issues/2256,True,False,False,False,False,False,False
dims,minikube,"<@U0A69N5GQ> <@U09R2LQ8Y> looks like we need a decision if <https://github.com/kubernetes/kubernetes/issues/57005> is blocking 1.9 or not. there are 2 possible PR(s) for it (first one fails building kubeadm for some reason, the second one duplicates a constant to avoid the problem with the first one)",https://github.com/kubernetes/kubernetes/issues/57005,False,False,False,False,True,False,False
marun,minikube,and <https://github.com/kubernetes/kubernetes/pull/47796>,https://github.com/kubernetes/kubernetes/pull/47796,False,False,False,False,True,False,False
quinton_hoole,minikube,<@U5G3FL96V> <@U0ALLP249> what happens kafka-pod-{n} dies?  I think you're possibly looking for a federated statefulset.  <https://github.com/kubernetes/community/pull/437>,https://github.com/kubernetes/community/pull/437,False,False,False,False,True,False,False
shahidhk,minikube,"<@U213NMEA1> Yes, I have looked at `kubectl proxy`. But, as I mentioned on this comment (<https://github.com/kubernetes/kubernetes/issues/15180#issuecomment-299728287>), we need to be able to bind the remote ports to the local machine. Something like `kubectl proxy namespace/ui --port 8080:8080` (like in <https://github.com/kubernetes/kubernetes/pull/36819>). Main issue is that, using `proxy`, the service is available on `<http://localhost:8080/api/v1/proxy/namespaces/namespace/services/ui:8080>` instead of `<http://localhost:8080/>`",https://github.com/kubernetes/kubernetes/pull/36819,False,False,False,False,True,False,False
guslees,minikube,"(The PR is <https://github.com/kubernetes/kubernetes/pull/54420>, but I'm hoping for a generally applicable answer and not something specific to that PR)",https://github.com/kubernetes/kubernetes/pull/54420,False,False,False,False,True,False,False
luxas,minikube,<@U09R0TW1F> <@U0BGPQ6DS> <@U0AH4GABW> <@U09SJ9AH0> This PR needs an approve from an API approver <https://github.com/kubernetes/kubernetes/pull/56068>,https://github.com/kubernetes/kubernetes/pull/56068,False,False,False,False,True,False,False
cdrage,minikube,<@U2S2GLMJR> i reviewed: <https://github.com/kubernetes-incubator/kompose/pull/651> lots of weird stuff going on,https://github.com/kubernetes-incubator/kompose/pull/651,False,False,False,False,False,True,False
rjmorse,minikube,"Related to the VMware Fusion issues brought up by <@U3L4RG672> and getting memory stats, there was some discussion recently about that from <@U4BSEP55K> over at <https://github.com/kubernetes/kubernetes/issues/55031#issuecomment-347748958>",https://github.com/kubernetes/kubernetes/issues/55031#issuecomment-347748958,False,False,False,False,True,False,False
devlapse,minikube,"Hi folks! I ran into the firewall issue described above, so thought it would be useful to update the README. I created an issue and PR against kube-deploy:

<https://github.com/kubernetes/kube-deploy/issues/459>
<https://github.com/kubernetes/kube-deploy/pull/460>",https://github.com/kubernetes/kube-deploy/issues/459,False,False,False,False,True,False,False
bryk,minikube,"<@U4EQ8MJ22> Look at <https://github.com/kubernetes/dashboard/issues/2603>, it should help you",https://github.com/kubernetes/dashboard/issues/2603,False,False,False,False,True,False,False
erhudy,minikube,"does anyone have any thoughts on <https://github.com/kubernetes/kubernetes/issues/47538>? the idea i had was to add another field to CronJobSpec like `triggerOnCreation` to signal the controller to immediately run a Job instead of waiting for the scheduled time, but modifying the API for something in beta seems unlikely",https://github.com/kubernetes/kubernetes/issues/47538,False,False,False,False,True,False,False
jannis,minikube,<https://github.com/kubernetes/kubernetes/issues/53644>,https://github.com/kubernetes/kubernetes/issues/53644,False,False,False,False,True,False,False
shahidhk,minikube,"<@U213NMEA1> Yes, I have looked at `kubectl proxy`. But, as I mentioned on this comment (<https://github.com/kubernetes/kubernetes/issues/15180#issuecomment-299728287>), we need to be able to bind the remote ports to the local machine. Something like `kubectl proxy namespace/ui --port 8080:8080` (like in <https://github.com/kubernetes/kubernetes/pull/36819>). Main issue is that, using `proxy`, the service is available on `<http://localhost:8080/api/v1/proxy/namespaces/namespace/services/ui:8080>` instead of `<http://localhost:8080/>`",https://github.com/kubernetes/kubernetes/issues/15180#issuecomment-299728287,False,False,False,False,True,False,False
spiffxp,minikube,"<https://github.com/kubernetes/test-infra/pull/5992> - straw poll: should I use <#C7J9RP96G|testing-ops> for these notifications? I thought it was a notification dumping ground in the first place, but y'all keep talking in there :upside_down_face:",https://github.com/kubernetes/test-infra/pull/5992,False,False,False,False,True,False,False
jberkus,minikube,<https://github.com/kubernetes/kubernetes/pull/56918>,https://github.com/kubernetes/kubernetes/pull/56918,False,False,False,False,True,False,False
surajnarwade,minikube,<https://github.com/kubernetes/kompose/pull/837>,https://github.com/kubernetes/kompose/pull/837,False,False,False,False,True,False,False
topol,minikube,Hi <@U215HJK16> is it okay if I tae ownership of <https://github.com/kubernetes/kubernetes.github.io/issues/5620>,https://github.com/kubernetes/kubernetes.github.io/issues/5620,False,False,False,False,True,False,False
liggitt,minikube,Opened <https://github.com/kubernetes-incubator/kubespray/issues/2121>,https://github.com/kubernetes-incubator/kubespray/issues/2121,False,False,False,False,False,True,False
spiffxp,minikube,that was me deleting this auto-generated revert branch <https://github.com/kubernetes/kubernetes/pull/57407>,https://github.com/kubernetes/kubernetes/pull/57407,False,False,False,False,True,False,False
erik.stidham,minikube,"One thing about using that annotation is that the ippools used must match a Calico pool, including the CIDR. (I know there is a note about doing that in the docs but others have missed that before.)  You may want to take a look at  <https://github.com/projectcalico/calicoctl/issues/1652>, maybe there is something there that will help.",https://github.com/projectcalico/calicoctl/issues/1652,False,False,False,False,False,True,False
jamie.poole,minikube,"Running version 1.9.0-alpha.2 of kubelet on a fresh Windows 1709 build, and think I'm running into this: <https://github.com/kubernetes/kubernetes/issues/55031> . Has anyone else experienced this?",https://github.com/kubernetes/kubernetes/issues/55031,False,False,False,False,True,False,False
swade1987,minikube,<@U0ALRFJH0> <https://github.com/moby/moby/issues/35601>,https://github.com/moby/moby/issues/35601,False,False,False,False,False,True,False
cblecker,minikube,"Noticed something odd in the k/k approval handler. Here (<https://github.com/kubernetes/kubernetes/pull/57650#issuecomment-354250157>) it's suggesting Dawn as the best approver, except that there is an alias for the scheduling maintainers that it doesn't seem to be taking into account",https://github.com/kubernetes/kubernetes/pull/57650#issuecomment-354250157,False,False,False,False,True,False,False
misterikkit,minikube,"Heads up that I am trying to move scheduler out of the plugin directory. I chatted about this privately with a couple of you, but I figured it needs a wider discussion.

<https://github.com/kubernetes/kubernetes/pull/57852>",https://github.com/kubernetes/kubernetes/pull/57852,False,False,False,False,True,False,False
cdrage,minikube,"Hey <@U3R8AEEQG> I did a review: <https://github.com/kubernetes/kompose/pull/810#pullrequestreview-61218475> sorry if I'm a bit harsh, I should of explained more clearly what I meant in the `--controller` issue.",https://github.com/kubernetes/kompose/pull/810#,False,False,False,False,True,False,False
ixdy,minikube,<https://github.com/kubernetes/kubernetes/pull/55018>,https://github.com/kubernetes/kubernetes/pull/55018,False,False,False,False,True,False,False
marun,minikube,<@U0ADD3KAN>: do you have a timeline on getting <https://github.com/kubernetes/kubernetes/issues/54638> merged?,https://github.com/kubernetes/kubernetes/issues/54638,False,False,False,False,True,False,False
maciaszczykm,minikube,<@U0B27RXEH> <https://github.com/kubernetes/kubernetes/pull/53046>,https://github.com/kubernetes/kubernetes/pull/53046,False,False,False,False,True,False,False
jorge,minikube,<https://github.com/kubernetes/kubernetes/pull/57251>,https://github.com/kubernetes/kubernetes/pull/57251,False,False,False,False,True,False,False
surajnarwade,minikube,<@U2TU9NPH9> <@U10KRBVHN>  <@U1N4ENMFT> <@U0DE6E8JY> please review <https://github.com/kubernetes-incubator/kompose/pull/626>,https://github.com/kubernetes-incubator/kompose/pull/626,False,False,False,False,False,True,False
presnall,minikube,keep in mind there are currently issues with a lot of services due to iptables <https://github.com/kubernetes/kubernetes/issues/44063>,https://github.com/kubernetes/kubernetes/issues/44063,False,False,False,False,True,False,False
dineshgovindasamy,minikube,<https://github.com/kubernetes/kubernetes/pull/51063>,https://github.com/kubernetes/kubernetes/pull/51063,False,False,False,False,True,False,False
bryk,minikube,<@U4GKJBB40> I made what I can on the PR <https://github.com/kubernetes/kubernetes/pull/53046>,https://github.com/kubernetes/kubernetes/pull/53046,False,False,False,False,True,False,False
jkelly,minikube,looking for some suggestions on this <https://github.com/kubernetes/kubernetes/issues/54932#issuecomment-342902704>,https://github.com/kubernetes/kubernetes/issues/54932#issuecomment-342902704,False,False,False,False,True,False,False
ramon.ruettimann,minikube,"Hi guys,
I opened an issue two weeks ago; 
<https://github.com/kubernetes/kubernetes/issues/57505>
Can someone confirm this ""bug""?",https://github.com/kubernetes/kubernetes/issues/57505,False,False,False,False,True,False,False
shyamjvs,minikube,"Guess you're referring to these:
<https://github.com/kubernetes/kubernetes/issues/47865>
<https://github.com/kubernetes/kubernetes/issues/47899>",https://github.com/kubernetes/kubernetes/issues/47865,False,False,False,False,True,False,False
amiko,minikube,hi anyone knows how to get --pod-running-timeout to works? o found this but its not helping at all <https://github.com/kubernetes/kubernetes/issues/51850>,https://github.com/kubernetes/kubernetes/issues/51850,False,False,False,False,True,False,False
cblecker,minikube,and there is an issue here to document up the guidelines for the label (which is also `help wanted` if someone here has the cycles to document it up): <https://github.com/kubernetes/community/issues/1522>,https://github.com/kubernetes/community/issues/1522,False,False,False,False,True,False,False
shyamjvs,minikube,Some earlier discussion wrt this - <https://github.com/kubernetes/kubernetes/issues/48938>,https://github.com/kubernetes/kubernetes/issues/48938,False,False,False,False,True,False,False
liggitt,minikube,Take a look at <https://github.com/kubernetes/community/pull/1503>,https://github.com/kubernetes/community/pull/1503,False,False,False,False,True,False,False
euank,minikube,Might get fixed by <https://github.com/coreos/rkt/pull/3486>. At the very least it will make it easier to clean them up eventually.,https://github.com/coreos/rkt/pull/3486,False,False,False,False,False,True,False
caoshufeng,minikube,<https://github.com/kubernetes/kubernetes/pull/45948>,https://github.com/kubernetes/kubernetes/pull/45948,False,False,False,False,True,False,False
cdrage,minikube,<@U2SBSJEHJ> can you clarify what you mean on <https://github.com/kubernetes/kompose/pull/787> ?,https://github.com/kubernetes/kompose/pull/787,False,False,False,False,True,False,False
moretea,minikube,<https://github.com/kubernetes-incubator/cri-o/issues/997>,https://github.com/kubernetes-incubator/cri-o/issues/997,False,False,False,False,False,True,False
tpepper,minikube,<https://github.com/kubernetes/kubernetes/issues/52216> looks like automation does monitor that some?,https://github.com/kubernetes/kubernetes/issues/52216,False,False,False,False,True,False,False
seh,minikube,"Ah, there is this issue:
<https://github.com/kubernetes/dashboard/issues/964>",https://github.com/kubernetes/dashboard/issues/964,False,False,False,False,True,False,False
pipejakob,minikube,The other problem that I was trying to describe today is this: <https://github.com/kubernetes/kubeadm/issues/377#issue-249100561>,https://github.com/kubernetes/kubeadm/issues/377#issue-249100561,False,False,False,False,True,False,False
smorris,minikube,"HI there, I have a networking question.  I've set my cluster up with `kubeadm` and for some reason pods can't interact with the DNS server, which is causing all kinds of mischief.  I'm trying to figure out how to fix this issue and what I've found thus far hasn't been successful.  I'm wondering if anyone has experienced this and fixed it, or know's anything about fixing it?

The one thing I've found is this <https://github.com/kubernetes/kubernetes/issues/33881#issuecomment-251072229> but this doesn't fix anything.  My DNS is set in my `/etc/systemd/system/kubelet.service.d/10-kubeadm.conf` to the right address.  I've also gone through this guide, <https://kubernetes.io/docs/concepts/services-networking/dns-pod-service/>, and everything looks good

When I run nslookup it just fails.
```
/ # nslookup kubernetes.default 127.0.0.1
Server:    127.0.0.1
Address 1: 127.0.0.1 localhost

nslookup: can't resolve 'kubernetes.default': Try agai
```

I've also looked for errors in the dns pod, and each container looks like it is functioning.  I can also `telnet` to port 53 of the kubedns container, but if I point nslookup directly at it it fails to resolve.

Sorry for the wall of text.

*tl;dr* Set up cluster with `kubeadm` but DNS is borked and pods can't resolve each other.  I've tried troubleshotting it but no luck. I'm wondering if anyone has experienced this and fixed it, or know's anything about fixing it?",https://github.com/kubernetes/kubernetes/issues/33881#issuecomment-251072229,False,False,False,False,True,False,False
floreks,minikube,<https://github.com/kubernetes/dashboard/issues/2397>,https://github.com/kubernetes/dashboard/issues/2397,False,False,False,False,True,False,False
bentheelder,minikube,please note that `pull-kubernetes-e2e-gce-etcd3` has been migrated to `pull-kubernetes-e2e-gce` <https://github.com/kubernetes/test-infra/pull/5047>,https://github.com/kubernetes/test-infra/pull/5047,False,False,False,False,True,False,False
fabianofranz,minikube,<@U47B96DNG> <https://github.com/kubernetes/kubernetes/pull/47151> and <https://github.com/kubernetes/kubernetes/pull/47267> tks!,https://github.com/kubernetes/kubernetes/pull/47267,False,False,False,False,True,False,False
tarifrr,minikube,"for those having problems with respect to provisioning volumes with subPaths on minikube 0.24.1, this might come handy <https://github.com/kubernetes/minikube/issues/2256#issuecomment-355178633>",https://github.com/kubernetes/minikube/issues/2256#issuecomment-355178633,False,True,False,False,False,False,False
spiffxp,minikube,"re: tide on community, I'm guessing the right thing to do here is hand my /hold off to <@U4QFZFMCM>? I know prow would auto-update, but I  don't think mungegithub would <https://github.com/kubernetes/test-infra/pull/6019>",https://github.com/kubernetes/test-infra/pull/6019,False,False,False,False,True,False,False
ieugen,minikube,attached issue <https://github.com/kubernetes/kubernetes/issues/57280>,https://github.com/kubernetes/kubernetes/issues/57280,False,False,False,False,True,False,False
perotinus,minikube,<https://github.com/kubernetes/k8s.io/pull/98>,https://github.com/kubernetes/k8s.io/pull/98,False,False,False,False,True,False,False
kruczjak,minikube,<https://github.com/kubernetes/kops/issues/3575>,https://github.com/kubernetes/kops/issues/3575,False,False,False,False,True,False,False
ichekrygin,minikube,"Hello, it seems i am running into `Kubelet` + `cAdvisor` + High CPU issue similar to the one reported in: <https://github.com/kubernetes/kubernetes/issues/23008>",https://github.com/kubernetes/kubernetes/issues/23008,False,False,False,False,True,False,False
cdrage,minikube,Hey <@U10KRBVHN> mind commenting on <https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035> just wanna make sure i get the filename correctly before mergning,https://github.com/kubernetes/kompose/pull/799#issuecomment-334751035,False,False,False,False,True,False,False
ifilonenko,minikube,shane does this address your problem: <https://github.com/klutometis/roxygen/issues/571>,https://github.com/klutometis/roxygen/issues/571,False,False,False,False,False,True,False
jvallejo,minikube,Wondering if anyone could give <https://github.com/kubernetes/kubernetes/pull/48763> a quick look? Needs one more /approve,https://github.com/kubernetes/kubernetes/pull/48763,False,False,False,False,True,False,False
cdrage,minikube,"<@U3R8AEEQG> I'm going to cancel the meeting, I've also put a PR up in regards to it: <https://github.com/kubernetes-incubator/kompose/pull/681>",https://github.com/kubernetes-incubator/kompose/pull/681,False,False,False,False,False,True,False
bentheelder,minikube,Perhaps this one? <https://github.com/kubernetes/test-infra/issues/1612>,https://github.com/kubernetes/test-infra/issues/1612,False,False,False,False,True,False,False
ben_hall,minikube,<@U5WQMKJEA> <@U215HJK16> Looks like we're having a few 404 issues on <http://Kubernetes.io|Kubernetes.io> at the moment. <https://github.com/kubernetes/website/issues/6350>,https://github.com/kubernetes/website/issues/6350,False,False,False,False,True,False,False
greatsun,minikube,<@U0XDUM3FZ> <https://github.com/coreos/bugs/issues/1704>,https://github.com/coreos/bugs/issues/1704,False,False,False,False,False,True,False
mbohlool,minikube,<@U0BGPQ6DS> here you are: <https://github.com/kubernetes/kubernetes/issues/57769>,https://github.com/kubernetes/kubernetes/issues/57769,False,False,False,False,True,False,False
chuggid,minikube,Issue filed: <https://github.com/kubernetes/helm/issues/3286>,https://github.com/kubernetes/helm/issues/3286,False,False,False,False,True,False,False
luxas,minikube,PTAL at <https://github.com/kubernetes/kubernetes/issues/48841>,https://github.com/kubernetes/kubernetes/issues/48841,False,False,False,False,True,False,False
ashisha,minikube,<@U4723UJL8> I’ve created <https://github.com/kubernetes/autoscaler/issues/446> I haven’t been able to repro the earlier meltdown. But suggestions on how to prevent such meltdowns would be super useful!,https://github.com/kubernetes/autoscaler/issues/446,False,False,False,False,True,False,False
strebeld,minikube,<@U7SMM8NHL> Symlinks are not supported in Azure Files. There is a PR for it here <https://github.com/Azure/azurefile-dockervolumedriver/pull/95>,https://github.com/Azure/azurefile-dockervolumedriver/pull/95,False,False,False,False,False,True,False
balajismaniam,minikube,<@U2G8FRBAT> <@U0A69N5GQ> The durability across Kubelet restarts for CPU manager is captured in <https://github.com/kubernetes/kubernetes/issues/52031>.,https://github.com/kubernetes/kubernetes/issues/52031,False,False,False,False,True,False,False
jsafrane,minikube,"<@U2U4VMXA4>: sorry, I created PR against my fork. Now I created this one: <https://github.com/kubernetes-csi/csi-test/pull/1>",https://github.com/kubernetes-csi/csi-test/pull/1,False,False,False,False,False,True,False
xhu,minikube,"who can help me to resolve the sla issue for the pull request <https://github.com/kubernetes/community/pull/1485>,  I can't get cncf-cla: yes for it",https://github.com/kubernetes/community/pull/1485,False,False,False,False,True,False,False
sstodola,minikube,<https://github.com/jenkinsci/kubernetes-plugin/pull/182>,https://github.com/jenkinsci/kubernetes-plugin/pull/182,False,False,False,False,False,True,False
procrypt,minikube,<@U0DE6E8JY> <@U10KRBVHN> <@U2TU9NPH9> Can we merge this <https://github.com/kubernetes-incubator/kompose/pull/651> I'm blocked on this :upside_down_face:,https://github.com/kubernetes-incubator/kompose/pull/651,False,False,False,False,False,True,False
cjwagner,minikube,"<@U0XHYG6ET> Here is an issue to make some improvements to the plugin help page: <https://github.com/kubernetes/test-infra/issues/6050>

if you would prefer to write some go code here is another issue that needs someone to take it over: <https://github.com/kubernetes/test-infra/issues/3795>",https://github.com/kubernetes/test-infra/issues/3795,False,False,False,False,True,False,False
bryk,minikube,I have one FR I'd like to get in before. Is this possible? <https://github.com/kubernetes/dashboard/issues/2603>,https://github.com/kubernetes/dashboard/issues/2603,False,False,False,False,True,False,False
dims,minikube,<@U87HW1GVC> that’s a problem with installing golang itself for example <https://github.com/golang/go/issues/15433>,https://github.com/golang/go/issues/15433,False,False,False,False,False,True,False
colemickens,minikube,"<@U0EPBBM2P> Can you move this back to 1.9. It's approved again, I was mistaken: <https://github.com/kubernetes/kubernetes/pull/56918>",https://github.com/kubernetes/kubernetes/pull/56918,False,False,False,False,True,False,False
ifilonenko,minikube,"you know it :slightly_smiling_face: 
<https://github.com/apache/spark/pull/19468>
<https://github.com/apache/spark/pull/19717>
<https://github.com/apache/spark/pull/19946>
<https://github.com/apache/spark/pull/19954>",https://github.com/apache/spark/pull/19954,False,False,False,False,False,True,False
heckj,minikube,"PR up for the 1.7 branch docs that were slightly out of date - hack/generate-docs.sh did exactly what we needed, so after a little copy/pasta from one repo to another, the regenerated files are available. Requested <@U1ZC3KGFM> as a reviewer, just in case. <https://github.com/kubernetes/kubernetes.github.io/pull/5824>",https://github.com/kubernetes/kubernetes.github.io/pull/5824,False,False,False,False,True,False,False
resouer,minikube,Anyone take a look at <https://github.com/kubernetes/kubernetes/pull/49093>,https://github.com/kubernetes/kubernetes/pull/49093,False,False,False,False,True,False,False
vikasc,minikube,Do you have any idea why this PR is not getting merged: <https://github.com/kubernetes/kubernetes/pull/55692>,https://github.com/kubernetes/kubernetes/pull/55692,False,False,False,False,True,False,False
zcorleissen,minikube,"I'm not seeing anything like <https://github.com/kubernetes/kubernetes.github.io/pull/4094>, for example.",https://github.com/kubernetes/kubernetes.github.io/pull/4094,False,False,False,False,True,False,False
zcorleissen,minikube,<@U0TNXCY74> <https://github.com/kubernetes/website/issues/6134>,https://github.com/kubernetes/website/issues/6134,False,False,False,False,True,False,False
pradeepchhetri,minikube,<@U0PRC9KPY> Opened an issue: <https://github.com/kubernetes/charts/issues/2209> - Not sure if i mentioned the details properly :slightly_smiling_face:,https://github.com/kubernetes/charts/issues/2209,False,False,False,False,True,False,False
procrypt,minikube,"<@U1N4ENMFT> <@U10KRBVHN> <@U2TU9NPH9> <@U0DE6E8JY> <@U3R8AEEQG> 
<https://github.com/kubernetes-incubator/kompose/pull/603> <https://github.com/kubernetes-incubator/kompose/pull/596>",https://github.com/kubernetes-incubator/kompose/pull/596,False,False,False,False,False,True,False
cblecker,minikube,<@U09R2FL93> this PR looks like you picked up a bad commit: <https://github.com/kubernetes/kubernetes-bootcamp/pull/64>,https://github.com/kubernetes/kubernetes-bootcamp/pull/64,False,False,False,False,True,False,False
jdumars,minikube,<@U1EJ20APM> here's the cherry pick for 1.9.1 of that Azure bug: <https://github.com/kubernetes/kubernetes/pull/57557>,https://github.com/kubernetes/kubernetes/pull/57557,False,False,False,False,True,False,False
jobridgwater,minikube,"Hi there! I am a college student and my partner and I need to contribute to an open source project for a class on Virtualization. We'd love to work on something in Kubernetes and we have about a month (5-6h/week). Do any of these issues look like they would be good for us? We are open to any suggestions!
<https://github.com/kubernetes/kubernetes/issues/46172>
<https://github.com/kubernetes/kubernetes/issues/48926>
<https://github.com/kubernetes/kubernetes/issues/49673>
<https://github.com/kubernetes/kubernetes/issues/49586>",https://github.com/kubernetes/kubernetes/issues/49673,False,False,False,False,True,False,False
mengqiy,minikube,<@U0DSKQSRM> Can you PTAL at <https://github.com/kubernetes/kubernetes/pull/46161> sometime?,https://github.com/kubernetes/kubernetes/pull/46161,False,False,False,False,True,False,False
rohimma,minikube,<https://github.com/kubernetes/kubeadm/issues/new> &lt;---,https://github.com/kubernetes/kubeadm/issues/ne,False,False,False,False,True,False,False
renaud,minikube,"<@U0L3KQAF7> the endpoint storage PR :slightly_smiling_face: :
<https://github.com/kubernetes/kubernetes/pull/52616>",https://github.com/kubernetes/kubernetes/pull/52616,False,False,False,False,True,False,False
brunomcustodio,minikube,"Bit of a dumb question, but looking at this comment ( <https://github.com/kubernetes-incubator/cri-o/issues/1141#issuecomment-343746482> ) I wonder if it is possible to build CRI-O on Ubuntu (for example) and have the same binary running OK on CentOS and CoreOS as well.",https://github.com/kubernetes-incubator/cri-o/issues/1141#issuecomment-343746482,False,False,False,False,False,True,False
dims,minikube,<@U0AH4GABW> <@U15P41DRC> <https://github.com/kubernetes/kubernetes/issues/56522> seems to be a blocker for 1.9 but <https://github.com/kubernetes/kubernetes/pull/56529> for it needs milestone/approvals etc can you please take a look?,https://github.com/kubernetes/kubernetes/issues/56522,False,False,False,False,True,False,False
iaguis,minikube,"<@U26HHP8S2> regarding <https://github.com/kubernetes-incubator/rktlet/issues/127> you mentioned something about this 404 error the other day, what was that?",https://github.com/kubernetes-incubator/rktlet/issues/127,False,False,False,False,False,True,False
aledbf,minikube,this PR <https://github.com/aws/amazon-vpc-cni-k8s/pull/17> add support for network policy using calico,https://github.com/aws/amazon-vpc-cni-k8s/pull/17,False,False,False,False,False,True,False
vdemeester,minikube,"not sure who to ping to help on <https://github.com/kubernetes/kubernetes/issues/53221>, but I can help (after christmas break :stuck_out_tongue:)",https://github.com/kubernetes/kubernetes/issues/53221,False,False,False,False,True,False,False
christopher376,minikube,<https://github.com/kubernetes/kubernetes/issues/49270>,https://github.com/kubernetes/kubernetes/issues/49270,False,False,False,False,True,False,False
patricklang,minikube,for example <https://github.com/kubernetes/kubernetes/issues/56188#issuecomment-353539433> is asking for NFSv4 client in Windows which would be a new release putting it next fall at the earliest,https://github.com/kubernetes/kubernetes/issues/56188#issuecomment-353539433,False,False,False,False,True,False,False
dims,minikube,<https://github.com/kubernetes/test-infra/pull/5986>,https://github.com/kubernetes/test-infra/pull/5986,False,False,False,False,True,False,False
sszuecs,minikube,<@U0A6A01FG> <https://github.com/kubernetes/kops/pull/3983> the addons PR :slightly_smiling_face:,https://github.com/kubernetes/kops/pull/3983,False,False,False,False,True,False,False
humblec,minikube,Hi.. Can any one from sig-cli-maintainers can approve this PR <https://github.com/kubernetes/kubernetes/pull/46028>,https://github.com/kubernetes/kubernetes/pull/46028,False,False,False,False,True,False,False
msau42,minikube,"<@U7XH9RBMF> you can look at the design doc here: <https://github.com/kubernetes/community/pull/1168>, and the code here: <https://github.com/kubernetes/kubernetes/pull/55039>",https://github.com/kubernetes/kubernetes/pull/55039,False,False,False,False,True,False,False
ericchiang,minikube,wanted to bring <https://github.com/kubernetes/kubernetes/issues/53066> to this channel's attention,https://github.com/kubernetes/kubernetes/issues/53066,False,False,False,False,True,False,False
fejta,minikube,Surprise! <https://github.com/kubernetes/test-infra/pull/5974>,https://github.com/kubernetes/test-infra/pull/5974,False,False,False,False,True,False,False
